score, window_size, features, neighbors,,,,,,,,,,,,
0.7628506769550144,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],50,,,
0.7615880672214248,30, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance'],100,
0.7613666409601337,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge'],25,,,,
0.7613639748743833,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],25,,,
0.7611937633061086,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance', 'entropy'],10
0.7611800081505252,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],10,,,
0.7611537491803643,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],10,,,,
0.7609524175501952,30, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge'],100,,,,
0.760592356608107,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance', 'entropy'],5
0.7605819403548281,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'entropy'],10,,,
0.7595997563664484,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'entropy'],5,,,
0.7586173801906645,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],100,,,,
0.7586163973038016,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],100,,,
0.758410061428431,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],5,,,
0.7584002619666101,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],5,,,,
0.7580264950941084,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance', 'entropy'],5
0.7578657046308225,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance', 'entropy'],10
0.7571126387759933,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'entropy'],10,,,
0.7563329810806659,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'entropy'],5,,,
0.7556377800561984,30, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance', 'entropy'],300
0.7549660290205019,30, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'entropy'],300,,,
0.7547955669899511,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance', 'entropy'],25
0.7547290734140284,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'entropy'],25,,,
0.7546918489415815,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance', 'entropy'],25
0.7546424200416519,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'entropy'],25,,,
0.7537501144802624,30, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance'],300,
0.7528037468454025,30, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge'],300,,,,
0.7514587913874683,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],50,,,
0.751439785812972,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge'],50,,,,
0.7512025208404293,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'entropy'],50,,,
0.7507241096053969,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance', 'entropy'],50
0.7506133467659939,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance'],10,
0.7501009909495838,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance'],10,
0.7498380214523553,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance'],5,
0.7495318278992745,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'entropy'],50,,,
0.74938429891001,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance', 'entropy'],50
0.7493599086980509,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance'],5,
0.7488584468764796,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge'],10,,,,
0.7478216846217258,30, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance', 'entropy'],300
0.7475942998049058,30, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'entropy'],300,,,
0.7475264058788057,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge'],5,,,,
0.7473906857320475,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'entropy'],10,,,,,,
0.7473883338926085,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge'],10,,,,
0.7471619159914501,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'entropy'],5,,,,,,
0.747148973843867,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance'],25,
0.7466033530279105,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'entropy'],25,,,,,,
0.7463454148848586,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'entropy'],100,,,
0.7457939778307079,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance', 'entropy'],100
0.7457319749419201,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge'],5,,,,
0.7452037812070702,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'entropy'],50,,,,,,
0.7451807861777278,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance'],25,
0.7443359805004732,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge'],25,,,,
0.7435974454582727,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'entropy'],100,,,
0.7431994941456503,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge'],25,,,,
0.7431655818565666,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance', 'entropy'],100
0.7427043850363885,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance'],50,
0.7424205105347101,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf'],10,,,,,,,
0.7423307525194652,30, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance'],300,
0.7421723952948708,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'entropy'],100,,,,,,
0.741850735963722,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf'],25,,,,,,,
0.7418424939078947,30, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge'],300,,,,
0.7413057174032314,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf'],50,,,,,,,
0.740555844810946,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge'],50,,,,
0.7401209143616401,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance'],50,
0.7394694281277545,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf'],5,,,,,,,
0.7386857536544253,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf'],100,,,,,,,
0.7383038738948873,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge'],50,,,,
0.7382948342964367,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],300,,,
0.7382855722009343,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],300,,,,
0.7382673934516581,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'entropy'],300,,,,,,
0.7379444338759277,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance'],100,
0.7364177855989736,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],100,,,
0.736391595479017,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge'],100,,,,
0.7361769510969915,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge'],100,,,,
0.7361625962583861,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf'],300,,,,,,,
0.7356049728334847,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'entropy'],300,,,
0.7349988020701502,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance', 'entropy'],300
0.7333230308817202,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance'],100,
0.7317848057765978,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge'],100,,,,
0.731299335791937,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'entropy'],300,,,
0.7307186263002983,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance', 'entropy'],300
0.7264694004102338,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance'],300,
0.725269507596171,15, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge'],300,,,,
0.7252551127308199,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],25,,,,
0.7252298955000902,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],25,,,
0.7239300460255773,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance'],10,
0.7239300460255773,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance', 'entropy'],10
0.7231615354217434,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance', 'entropy'],5
0.723160878216335,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance'],5,
0.7226811729843721,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],10,,,
0.7226521763489919,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],10,,,,
0.7219834870615288,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],50,,,,
0.7219656742321504,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],50,,,
0.7194961266078721,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],5,,,
0.7194673335282867,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],5,,,,
0.719445150063984,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance'],300,
0.7183314733709043,15, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge'],300,,,,
0.7175501329126129,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance'],25,
0.7175334360525083,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance', 'entropy'],25
0.7165224847779902,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],100,,,
0.7165035645283174,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],100,,,,
0.7111596974754907,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy'],25,,,
0.7110103564452743,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],10,,,
0.7109602016537402,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge'],10,,,,
0.7107198154441271,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy'],50,,,
0.7099576271406919,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],25,,,
0.7099331045050472,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge'],25,,,,
0.7098267778816294,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy'],100,,,
0.7096701769796127,5, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance', 'entropy'],50,,,
0.7088019629046273,5, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance', 'entropy'],25,,,
0.7085505109952874,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance'],50,
0.7085418424808587,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance', 'entropy'],50
0.7084979070186754,5, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance', 'entropy'],100,,,
0.7083360732503116,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy'],10,,,
0.70725896625493,5, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy'],50,,,,,,
0.7070945521834218,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],5,,,
0.7069514607810935,5, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy'],100,,,,,,
0.706774769212785,5, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy'],25,,,,,,
0.7066100685895728,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge'],5,,,,
0.705836599031381,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'entropy'],100,,,,,,
0.705350794213402,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'entropy'],50,,,,,,
0.7052895315567447,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge'],300,,,,
0.7052895315567447,30, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],300,,,
0.7052512754874681,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy'],300,,,
0.7051722325316502,5, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance', 'entropy'],10,,,
0.7044723707496191,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance'],25,,,,
0.7043499558842571,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'entropy'],25,,,,,,
0.704314050999756,5, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance', 'entropy'],300,,,
0.7041813979362329,5, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy'],300,,,,,,
0.7039914162587054,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge'],50,,,,
0.7039835012841492,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],50,,,
0.7032650490120896,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'entropy'],300,,,,,,
0.7031048239700757,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance'],50,,,,
0.7016376964565004,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance'],10,,,,
0.7012184680710325,5, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy'],10,,,,,,
0.7005280205860978,5, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance'],25,,,,
0.7004189312822809,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],300,,,,
0.7003986208066998,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],300,,,
0.6997581163632653,5, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance'],50,,,,
